"Commit";"PureRefactoring"
"66a3309efa2c35aff963882166fc9d7a3739e902";-1
"cba35769bdf259c847ce15ee44dabab704727613";0
"7a8a9928bec08ca48f17e1d17f917fecb1066b56";1
"847008c60e5ba3f5546ce1ea4ff3d6a8af2d7719";0
"43658feda0e8036a63907bc263780c28555866f3";1
"9221ff7ed513b723f82e0ce7d29d1a48d4080f9a";-1
"3b2d1ae4dadaf9088d9be7c32502d0b0fa199876";1
"962fead849bf4f4f73364a9f38d772eda99b83fb";0
